City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
145,Burns Lake,54.2331,-125.7533,270.83,97,100,1.78,overcast clouds,CA,2022-01-22 02:33:50
146,New Norfolk,-42.7826,147.0587,304.21,24,28,1.34,scattered clouds,AU,2022-01-22 02:33:50
147,Tuktoyaktuk,69.4541,-133.0374,239.15,75,0,0.0,clear sky,CA,2022-01-22 02:33:44
148,Losal,27.4,74.9167,286.5,84,20,5.34,few clouds,IN,2022-01-22 02:33:51
149,Sirajganj,24.45,89.7167,290.65,66,46,2.91,scattered clouds,BD,2022-01-22 02:33:51
150,Hwange,-18.3693,26.5019,290.53,65,36,1.06,scattered clouds,ZW,2022-01-22 02:33:51
151,Beloha,-25.1667,45.05,295.62,95,86,3.46,overcast clouds,MG,2022-01-22 02:33:52
152,Albany,42.6001,-73.9662,258.35,60,6,1.5,clear sky,US,2022-01-22 02:33:52
153,Leningradskiy,69.3833,178.4167,238.7,91,38,2.08,scattered clouds,RU,2022-01-22 02:33:52
154,Oktyabrskoye,43.0645,44.7417,263.23,92,7,4.0,clear sky,RU,2022-01-22 02:33:52
155,Tura,25.5198,90.2201,290.79,60,4,0.68,light rain,IN,2022-01-22 02:33:53
156,Agirish,61.9247,63.0231,257.53,96,44,1.78,scattered clouds,RU,2022-01-22 02:33:53
157,Turan,16.0678,108.2208,299.14,69,19,1.54,few clouds,VN,2022-01-22 02:29:54
158,San Cristobal,7.7669,-72.225,295.25,71,13,0.77,few clouds,VE,2022-01-22 02:33:53
159,Saint-Augustin,51.226,-58.6502,243.2,97,7,2.06,clear sky,CA,2022-01-22 02:33:54
160,Dingle,10.9995,122.6711,301.38,69,100,5.06,overcast clouds,PH,2022-01-22 02:33:54
161,Bathsheba,13.2167,-59.5167,298.49,69,40,5.66,scattered clouds,BB,2022-01-22 02:33:54
162,Gobabis,-22.45,18.9667,293.44,63,99,3.49,overcast clouds,NA,2022-01-22 02:33:55
163,Usinsk,65.9939,57.5281,264.39,94,100,7.72,overcast clouds,RU,2022-01-22 02:33:55
164,Vitoria Da Conquista,-14.8661,-40.8394,290.38,78,5,1.97,clear sky,BR,2022-01-22 02:33:55
165,Padang,-0.9492,100.3543,300.18,76,96,0.79,overcast clouds,ID,2022-01-22 02:33:55
166,Axim,4.8699,-2.2405,298.1,82,0,1.12,clear sky,GH,2022-01-22 02:33:56
167,Esperance,-33.8667,121.9,299.06,62,20,4.81,few clouds,AU,2022-01-22 02:33:56
168,Dalwangan,8.2006,125.0406,294.54,56,98,1.51,overcast clouds,PH,2022-01-22 02:33:56
169,Dunedin,-45.8742,170.5036,291.93,60,6,4.02,clear sky,NZ,2022-01-22 02:30:04
170,Severo-Kurilsk,50.6789,156.125,272.07,86,99,1.43,light snow,RU,2022-01-22 02:33:57
171,Masingbi,8.7833,-11.95,291.92,28,1,1.32,clear sky,SL,2022-01-22 02:33:57
172,Polovinnoye,54.7914,65.9864,248.17,100,55,0.11,broken clouds,RU,2022-01-22 02:33:57
173,Kenai,60.5544,-151.2583,274.31,95,75,3.6,broken clouds,US,2022-01-22 02:33:58
174,Am Timan,11.0297,20.2827,293.04,26,1,2.52,clear sky,TD,2022-01-22 02:33:58
175,Siderno,38.2779,16.302,283.62,94,100,5.77,overcast clouds,IT,2022-01-22 02:33:58
176,Zhezkazgan,47.8043,67.7144,262.14,85,0,6.0,clear sky,KZ,2022-01-22 02:33:58
177,Eureka,40.8021,-124.1637,283.49,82,55,0.45,broken clouds,US,2022-01-22 02:33:59
178,Grand Gaube,-20.0064,57.6608,301.14,83,49,4.02,scattered clouds,MU,2022-01-22 02:32:34
179,Qasigiannguit,68.8193,-51.1922,260.29,78,100,2.93,overcast clouds,GL,2022-01-22 02:33:59
180,Yellowknife,62.456,-114.3525,240.05,87,0,1.03,clear sky,CA,2022-01-22 02:30:06
181,Norman Wells,65.282,-126.8329,246.17,69,75,4.63,broken clouds,CA,2022-01-22 02:32:27
182,Cascais,38.6979,-9.4215,282.85,58,0,3.13,clear sky,PT,2022-01-22 02:33:59
183,Porbandar,21.6422,69.6093,295.21,66,11,8.84,few clouds,IN,2022-01-22 02:35:00
184,Broken Hill,-31.95,141.4333,303.99,29,98,6.17,overcast clouds,AU,2022-01-22 02:35:00
185,Jamestown,42.097,-79.2353,259.95,72,0,2.57,clear sky,US,2022-01-22 02:30:23
186,Las Guacamayas,18.0167,-102.2167,296.8,82,100,1.89,overcast clouds,MX,2022-01-22 02:35:00
187,Inhapim,-19.5492,-42.12,296.48,92,13,1.37,few clouds,BR,2022-01-22 02:35:01
188,Aklavik,68.2191,-135.0107,243.61,91,100,6.26,overcast clouds,CA,2022-01-22 02:32:28
189,Namatanai,-3.6667,152.4333,302.64,71,75,2.65,light rain,PG,2022-01-22 02:35:01
190,College,64.8569,-147.8028,266.12,86,75,1.54,broken clouds,US,2022-01-22 02:35:01
191,Necochea,-38.5473,-58.7368,293.17,93,100,2.51,overcast clouds,AR,2022-01-22 02:35:02
192,Hambantota,6.1241,81.1185,294.34,100,20,1.03,few clouds,LK,2022-01-22 02:35:02
193,Oranjemund,-28.55,16.4333,296.41,69,65,1.71,broken clouds,NA,2022-01-22 02:35:02
194,Isilkul,54.9109,71.2728,248.27,100,59,2.01,broken clouds,RU,2022-01-22 02:32:17
195,Honiara,-9.4333,159.95,303.72,66,41,2.84,scattered clouds,SB,2022-01-22 02:31:22
196,Kitob,39.0843,66.8332,271.47,95,100,1.87,snow,UZ,2022-01-22 02:35:03
197,Half Moon Bay,37.4636,-122.4286,291.12,38,0,8.75,clear sky,US,2022-01-22 02:35:03
198,Svetlogorsk,52.6333,29.7333,269.26,95,99,4.7,light snow,BY,2022-01-22 02:35:03
199,Ponta Do Sol,32.6667,-17.1,291.5,59,93,5.13,overcast clouds,PT,2022-01-22 02:35:04
200,Yar-Sale,66.8333,70.8333,262.63,94,100,6.8,overcast clouds,RU,2022-01-22 02:35:04
201,Xixiang,35.1628,112.865,273.39,91,87,1.62,overcast clouds,CN,2022-01-22 02:35:04
202,Marfino,55.7028,37.3822,267.12,92,75,3.0,snow,RU,2022-01-22 02:35:04
203,Los Llanos De Aridane,28.6585,-17.9182,288.01,67,0,3.6,clear sky,ES,2022-01-22 02:35:05
204,Airai,-8.9266,125.4092,295.4,65,98,1.66,overcast clouds,TL,2022-01-22 02:33:37
205,Lata,40.1629,-8.3327,279.3,71,10,2.88,clear sky,PT,2022-01-22 02:35:05
206,Port Blair,11.6667,92.75,299.17,83,20,1.54,few clouds,IN,2022-01-22 02:35:06
207,Bambous Virieux,-20.3428,57.7575,301.05,84,31,8.35,light rain,MU,2022-01-22 02:35:06
208,Keti Bandar,24.1447,67.4497,292.74,40,0,9.89,clear sky,PK,2022-01-22 02:35:06
209,The Valley,18.217,-63.0578,298.2,68,0,9.38,clear sky,AI,2022-01-22 02:35:06
210,Astana,51.1801,71.446,252.12,77,97,3.0,mist,KZ,2022-01-22 02:32:31
211,Nantucket,41.2835,-70.0995,270.21,75,100,9.17,overcast clouds,US,2022-01-22 02:35:07
212,Lagoa,39.05,-27.9833,288.23,75,100,9.19,overcast clouds,PT,2022-01-22 02:35:07
213,Aiquile,-18.2041,-65.1807,287.48,86,61,1.97,broken clouds,BO,2022-01-22 02:35:07
214,Nuuk,64.1835,-51.7216,255.5,88,97,2.92,overcast clouds,GL,2022-01-22 02:35:08
215,San Ramon,37.7799,-121.978,290.29,42,0,0.0,clear sky,US,2022-01-22 02:30:27
216,Srednekolymsk,67.45,153.6833,230.79,99,96,2.25,overcast clouds,RU,2022-01-22 02:35:08
217,Chokurdakh,70.6333,147.9167,234.99,100,75,2.57,broken clouds,RU,2022-01-22 02:35:08
218,Biak,-0.9131,122.8766,300.67,72,100,1.74,overcast clouds,ID,2022-01-22 02:35:08
219,Zaysan,47.4667,84.8667,255.28,88,72,0.97,broken clouds,KZ,2022-01-22 02:35:09
220,Dawlatabad,36.4141,64.9053,273.64,95,100,4.26,light snow,AF,2022-01-22 02:35:09
221,Viedma,-40.8135,-62.9967,292.66,57,0,4.46,clear sky,AR,2022-01-22 02:35:09
222,La Ronge,55.1001,-105.2842,249.29,70,0,2.06,clear sky,CA,2022-01-22 02:30:29
223,Bilma,18.6853,12.9164,285.65,24,0,3.06,clear sky,NE,2022-01-22 02:35:10
224,Uni,57.7535,51.4923,258.84,97,100,4.83,overcast clouds,RU,2022-01-22 02:35:10
225,Tutoia,-2.7619,-42.2744,302.14,90,32,3.67,scattered clouds,BR,2022-01-22 02:35:11
226,Shimoda,34.6667,138.95,281.35,77,90,1.96,overcast clouds,JP,2022-01-22 02:35:11
227,Isangel,-19.55,169.2667,304.21,79,40,2.06,scattered clouds,VU,2022-01-22 02:35:11
228,Vila,42.0304,-8.1588,274.09,56,1,2.32,clear sky,PT,2022-01-22 02:36:11
229,Clearwater,27.9659,-82.8001,292.68,87,100,4.92,overcast clouds,US,2022-01-22 02:36:10
230,Ipaussu,-23.0553,-49.6284,295.64,77,70,2.18,broken clouds,BR,2022-01-22 02:36:12
231,Puerto Asis,0.5133,-76.5007,295.14,98,98,0.69,overcast clouds,CO,2022-01-22 02:36:12
232,Atar,20.5169,-13.0499,297.54,20,100,9.1,overcast clouds,MR,2022-01-22 02:36:13
233,Castelo Branco,39.8222,-7.4909,274.7,75,4,2.5,clear sky,PT,2022-01-22 02:31:23
234,Abu Kamal,34.4506,40.9171,276.98,58,2,3.0,clear sky,SY,2022-01-22 02:36:13
235,Port Stanley,-51.7,-57.85,285.31,99,100,4.69,light rain,FK,2022-01-22 02:36:13
236,Ribeira Grande,38.5167,-28.7,289.05,70,32,4.33,scattered clouds,PT,2022-01-22 02:36:13
237,Machaneng,-23.1862,27.4886,290.4,63,0,5.38,clear sky,BW,2022-01-22 02:36:14
238,Mbanza-Ngungu,-5.25,14.8667,292.25,98,81,1.5,light rain,CD,2022-01-22 02:36:14
239,Pochutla,15.7432,-96.4661,298.05,83,14,1.55,few clouds,MX,2022-01-22 02:36:14
240,Tatawin,32.9297,10.4518,280.64,52,12,1.92,few clouds,TN,2022-01-22 02:36:15
241,Bethel,41.3712,-73.414,267.3,64,0,2.06,clear sky,US,2022-01-22 02:32:40
242,Whitehorse,60.7161,-135.0538,276.58,70,75,5.66,broken clouds,CA,2022-01-22 02:36:01
243,Bacum,27.55,-110.0833,289.92,51,0,2.59,clear sky,MX,2022-01-22 02:36:15
244,Silver City,32.7701,-108.2803,277.42,60,0,0.45,clear sky,US,2022-01-22 02:36:15
245,Saldanha,-33.0117,17.9442,293.18,68,2,1.88,clear sky,ZA,2022-01-22 02:36:16
246,Tiksi,71.6872,128.8694,251.09,94,100,3.71,overcast clouds,RU,2022-01-22 02:36:16
247,Baiyin,36.5583,104.2081,270.64,61,67,1.79,broken clouds,CN,2022-01-22 02:36:16
248,Deputatskiy,69.3,139.9,243.82,84,97,1.72,overcast clouds,RU,2022-01-22 02:36:17
249,Yuzhno-Kurilsk,44.0306,145.8556,271.14,87,85,11.46,light snow,RU,2022-01-22 02:36:17
250,Denpasar,-8.65,115.2167,302.99,74,40,5.14,scattered clouds,ID,2022-01-22 02:33:49
251,Truth Or Consequences,33.1284,-107.2528,281.28,47,0,3.6,clear sky,US,2022-01-22 02:36:17
252,Saint-Joseph,-21.3667,55.6167,300.35,82,20,6.05,few clouds,RE,2022-01-22 02:36:18
253,Fuerte Olimpo,-21.0415,-57.8738,298.58,65,21,2.15,few clouds,PY,2022-01-22 02:36:18
254,Tarime,-1.35,34.3667,289.0,87,99,1.87,overcast clouds,TZ,2022-01-22 02:36:18
255,Fortuna,40.5982,-124.1573,283.34,88,0,0.45,clear sky,US,2022-01-22 02:36:18
256,Muroto,33.2833,134.15,283.17,55,11,0.21,few clouds,JP,2022-01-22 02:36:19
257,Comodoro Rivadavia,-45.8667,-67.5,293.07,37,0,13.38,clear sky,AR,2022-01-22 02:36:19
258,Along,28.1667,94.7667,285.94,82,99,0.24,overcast clouds,IN,2022-01-22 02:36:19
259,Port Moresby,-9.4431,147.1797,304.83,62,40,5.14,scattered clouds,PG,2022-01-22 02:36:19
260,Henties Bay,-22.116,14.2845,294.74,82,100,1.71,overcast clouds,NA,2022-01-22 02:33:42
261,Muscat,23.6139,58.5922,291.16,46,50,6.42,scattered clouds,OM,2022-01-22 02:36:20
262,Rawson,-43.3002,-65.1023,294.49,38,0,5.4,clear sky,AR,2022-01-22 02:36:20
263,Sitka,57.0531,-135.33,281.09,87,100,6.69,mist,US,2022-01-22 02:36:20
264,Loukhi,66.0764,33.0381,254.29,100,76,1.63,broken clouds,RU,2022-01-22 02:36:21
265,Dudinka,69.4058,86.1778,260.09,93,100,9.15,overcast clouds,RU,2022-01-22 02:32:16
266,Musoma,-1.5,33.8,292.13,82,95,2.74,overcast clouds,TZ,2022-01-22 02:36:21
267,Acari,-15.4311,-74.6158,296.11,85,95,2.7,overcast clouds,PE,2022-01-22 02:36:21
268,Salinopolis,-0.6136,-47.3561,299.03,83,100,3.62,overcast clouds,BR,2022-01-22 02:36:22
269,Kontagora,10.3999,5.4695,292.04,20,1,2.9,clear sky,NG,2022-01-22 02:36:22
270,Le Port,-20.9373,55.2919,301.13,81,23,5.03,few clouds,RE,2022-01-22 02:36:22
271,Kangaatsiaq,68.3065,-53.4641,261.07,90,100,4.61,light snow,GL,2022-01-22 02:36:23
272,Dauriya,49.9333,116.8667,253.66,96,74,0.89,broken clouds,RU,2022-01-22 02:36:23
273,Sangre Grande,10.5835,-61.1177,298.81,80,63,4.72,broken clouds,TT,2022-01-22 02:36:23
274,Maragogi,-9.0122,-35.2225,299.01,75,6,2.95,clear sky,BR,2022-01-22 02:35:52
275,Rio Grande,-32.035,-52.0986,300.21,90,22,6.05,few clouds,BR,2022-01-22 02:37:24
276,Barranca,-10.75,-77.7667,295.07,82,42,3.21,scattered clouds,PE,2022-01-22 02:37:24
277,Labrea,-7.2586,-64.7981,295.84,98,99,1.14,moderate rain,BR,2022-01-22 02:37:24
278,Porto Walter,-8.2686,-72.7439,295.78,93,100,1.12,overcast clouds,BR,2022-01-22 02:37:25
279,Ano Mera,37.45,25.4,286.85,71,100,5.57,overcast clouds,GR,2022-01-22 02:37:25
280,Acajutla,13.5928,-89.8275,299.15,73,0,2.28,clear sky,SV,2022-01-22 02:37:25
281,Kenora,49.8167,-94.4337,263.81,78,100,7.72,overcast clouds,CA,2022-01-22 02:37:26
282,Zwedru,6.0667,-8.1281,291.03,35,0,0.55,clear sky,LR,2022-01-22 02:37:26
283,Sangar,63.9242,127.4739,242.77,97,99,1.89,overcast clouds,RU,2022-01-22 02:37:26
284,Caravelas,-17.7125,-39.2481,296.83,91,17,2.77,few clouds,BR,2022-01-22 02:37:26
285,Coahuayana,18.7333,-103.6833,298.86,86,95,1.63,overcast clouds,MX,2022-01-22 02:37:27
286,Birao,10.2849,22.7882,289.63,21,6,2.94,clear sky,CF,2022-01-22 02:37:27
287,Torbay,47.6666,-52.7314,267.91,83,75,5.14,broken clouds,CA,2022-01-22 02:35:29
288,Turukhansk,65.8167,87.9833,258.36,98,100,4.39,overcast clouds,RU,2022-01-22 02:37:28
289,Luena,-11.7833,19.9167,289.28,98,100,1.17,light rain,AO,2022-01-22 02:37:28
290,Svetlaya,46.5389,138.3297,265.45,54,0,0.48,clear sky,RU,2022-01-22 02:37:28
291,Rabo De Peixe,37.8,-25.5833,287.88,97,40,5.14,scattered clouds,PT,2022-01-22 02:37:28
292,George,-33.963,22.4617,293.9,94,100,2.06,fog,ZA,2022-01-22 02:37:29
293,Port Alfred,-33.5906,26.891,296.06,86,0,8.19,clear sky,ZA,2022-01-22 02:37:29
294,Patnanungan,14.7833,122.1833,298.54,85,33,7.83,scattered clouds,PH,2022-01-22 02:37:29
295,Sinop,41.7711,34.8709,272.2,99,100,1.19,snow,TR,2022-01-22 02:37:30
296,Taoudenni,22.6783,-3.9836,290.22,21,88,3.76,overcast clouds,ML,2022-01-22 02:35:57
297,Zhaodong,46.0833,125.9833,253.16,75,79,1.93,broken clouds,CN,2022-01-22 02:37:30
298,Vardo,70.3705,31.1107,269.13,83,29,7.89,scattered clouds,NO,2022-01-22 02:37:30
299,Saint Anthony,45.0205,-93.218,265.43,84,100,2.68,haze,US,2022-01-22 02:37:31
300,Mbaiki,3.8678,17.9892,293.26,39,64,1.29,broken clouds,CF,2022-01-22 02:37:31
301,Tazovskiy,67.4667,78.7,258.08,93,100,6.45,overcast clouds,RU,2022-01-22 02:37:31
302,Jalgaon,21.0167,75.5667,293.9,71,1,3.46,clear sky,IN,2022-01-22 02:37:31
303,Charlottesville,38.0293,-78.4767,268.51,53,20,0.89,few clouds,US,2022-01-22 02:34:36
304,Elk City,35.412,-99.4043,271.27,37,0,0.0,clear sky,US,2022-01-22 02:37:32
305,Slave Lake,55.2834,-114.769,262.14,85,100,3.6,overcast clouds,CA,2022-01-22 02:37:32
306,Vanavara,60.34,102.2797,249.45,100,100,1.4,overcast clouds,RU,2022-01-22 02:37:32
307,Pryamitsyno,51.6561,35.9314,271.45,89,100,5.55,snow,RU,2022-01-22 02:37:33
308,Daura,11.5538,11.4085,287.42,18,20,4.36,few clouds,NG,2022-01-22 02:37:33
309,Paamiut,61.994,-49.6678,261.99,74,100,4.49,overcast clouds,GL,2022-01-22 02:37:34
310,Oyama,36.3,139.8,280.87,27,0,0.83,clear sky,JP,2022-01-22 02:37:34
311,La Paz,-16.5,-68.15,282.14,87,75,4.12,broken clouds,BO,2022-01-22 02:37:35
312,Sinnamary,5.3833,-52.95,297.74,87,99,2.63,overcast clouds,GF,2022-01-22 02:37:35
313,Constitucion,-35.3333,-72.4167,285.3,90,1,2.26,clear sky,CL,2022-01-22 02:37:12
314,Shaunavon,49.6501,-108.4181,270.03,98,95,1.17,overcast clouds,CA,2022-01-22 02:37:35
315,Ternate,0.8,127.4,300.31,73,100,2.8,overcast clouds,ID,2022-01-22 02:37:36
316,Cherskiy,68.75,161.3,228.12,100,95,2.2,overcast clouds,RU,2022-01-22 02:37:36
317,Lydenburg,-25.0978,30.4597,283.58,90,88,2.15,overcast clouds,ZA,2022-01-22 02:37:36
318,Arlit,18.7369,7.3853,287.04,20,2,2.82,clear sky,NE,2022-01-22 02:36:00
319,Caucaia,-3.7361,-38.6531,301.12,75,20,3.09,few clouds,BR,2022-01-22 02:37:36
320,Husavik,66.0449,-17.3389,280.1,72,75,17.65,broken clouds,IS,2022-01-22 02:38:37
321,Kavieng,-2.5744,150.7967,301.75,75,35,2.65,moderate rain,PG,2022-01-22 02:38:37
322,Aswan,24.0934,32.907,283.76,53,0,2.57,clear sky,EG,2022-01-22 02:38:37
323,Nemuro,43.3236,145.575,272.39,70,62,9.86,broken clouds,JP,2022-01-22 02:38:38
324,Esna,25.2934,32.554,280.16,40,0,3.54,clear sky,EG,2022-01-22 02:38:38
325,Poddorye,57.4695,31.1156,265.78,95,100,3.28,light snow,RU,2022-01-22 02:38:38
326,Pringsewu,-5.3582,104.9744,299.54,83,92,1.56,overcast clouds,ID,2022-01-22 02:38:39
327,Charlestown,-32.95,151.6667,300.49,65,50,0.45,scattered clouds,AU,2022-01-22 02:38:39
328,Toamasina,-18.1667,49.3833,296.15,100,75,6.17,moderate rain,MG,2022-01-22 02:38:39
329,Nizhniy Tsasuchey,50.5167,115.1333,255.96,89,38,2.13,scattered clouds,RU,2022-01-22 02:38:39
330,Salym,60.0625,71.4789,255.92,98,72,2.2,broken clouds,RU,2022-01-22 02:38:40
331,Beringovskiy,63.05,179.3167,253.44,97,100,8.05,light snow,RU,2022-01-22 02:38:40
332,Zhigansk,66.7697,123.3711,248.15,97,100,7.51,overcast clouds,RU,2022-01-22 02:38:40
333,Sao Miguel Do Araguaia,-13.275,-50.1628,296.07,88,3,1.45,clear sky,BR,2022-01-22 02:38:41
334,Sao Borja,-28.6606,-56.0044,303.12,39,45,3.1,scattered clouds,BR,2022-01-22 02:38:41
335,Divnogorsk,55.9594,92.3619,253.56,100,98,0.42,overcast clouds,RU,2022-01-22 02:38:41
336,Moose Factory,51.2585,-80.6094,265.15,67,40,13.38,scattered clouds,CA,2022-01-22 02:38:41
337,Coquimbo,-29.9533,-71.3436,289.0,88,0,2.57,clear sky,CL,2022-01-22 02:38:42
338,Olafsvik,64.8945,-23.7142,274.98,73,68,19.57,light snow,IS,2022-01-22 02:38:42
339,Filadelfia,39.9523,-75.1638,268.74,38,0,3.13,clear sky,US,2022-01-22 02:34:33
340,Sao Joao Da Barra,-21.6403,-41.0511,297.17,86,14,2.83,few clouds,BR,2022-01-22 02:38:42
341,Diego De Almagro,-26.3667,-70.05,291.44,51,0,0.97,clear sky,CL,2022-01-22 02:38:43
342,Chumikan,54.7183,135.315,253.97,82,2,9.55,clear sky,RU,2022-01-22 02:38:43
343,Biltine,14.5333,20.9167,289.24,20,0,3.68,clear sky,TD,2022-01-22 02:38:43
344,Medford,42.3265,-122.8756,282.66,78,0,0.0,clear sky,US,2022-01-22 02:38:19
345,San Andres,12.5847,-81.7006,300.16,78,20,5.66,few clouds,CO,2022-01-22 02:36:27
346,Great Yarmouth,52.6083,1.7305,277.01,93,5,4.62,clear sky,GB,2022-01-22 02:38:44
347,Bilibino,68.0546,166.4372,233.41,94,22,0.52,few clouds,RU,2022-01-22 02:38:44
348,Itarema,-2.9248,-39.9167,298.84,80,66,3.28,broken clouds,BR,2022-01-22 02:38:44
349,Okitipupa,6.5047,4.7839,293.68,92,44,0.68,scattered clouds,NG,2022-01-22 02:38:45
350,Vila Velha,-20.3297,-40.2925,298.68,87,40,0.51,scattered clouds,BR,2022-01-22 02:35:51
351,Tigre,-34.426,-58.5796,299.15,82,0,5.66,light rain,AR,2022-01-22 02:38:45
352,Sobolevo,54.4299,31.8996,265.28,96,96,3.15,snow,RU,2022-01-22 02:38:45
353,Dongsheng,39.8161,109.9776,268.87,80,80,2.54,broken clouds,CN,2022-01-22 02:38:46
354,Codrington,-38.2667,141.9667,305.71,25,1,3.71,clear sky,AU,2022-01-22 02:38:46
355,Wajid,3.8093,43.2471,295.2,55,100,11.64,overcast clouds,SO,2022-01-22 02:38:46
356,Shestakovo,56.4915,103.96,254.96,100,100,0.29,overcast clouds,RU,2022-01-22 02:38:47
357,Cabo San Lucas,22.8909,-109.9124,295.32,60,20,3.6,few clouds,MX,2022-01-22 02:36:42
358,Sal Rei,16.1833,-22.9167,294.46,81,100,4.8,overcast clouds,CV,2022-01-22 02:38:47
359,Oriximina,-1.7656,-55.8661,298.29,76,99,1.52,overcast clouds,BR,2022-01-22 02:37:32
360,Qianan,44.9932,124.0581,258.19,73,100,2.64,overcast clouds,CN,2022-01-22 02:38:47
361,The Pas,53.8251,-101.2541,252.16,71,0,6.69,clear sky,CA,2022-01-22 02:38:48
362,Marsh Harbour,26.5412,-77.0636,296.95,84,9,4.78,clear sky,BS,2022-01-22 02:35:28
363,Nanortalik,60.1432,-45.2371,266.39,91,100,4.75,snow,GL,2022-01-22 02:38:48
364,Suluq,31.6682,20.2521,284.7,67,5,4.11,clear sky,LY,2022-01-22 02:38:48
365,Lasa,46.6166,10.7002,271.87,79,2,3.78,clear sky,IT,2022-01-22 02:39:49
366,Te Anau,-45.4167,167.7167,298.46,29,6,2.5,clear sky,NZ,2022-01-22 02:39:50
367,Havoysund,70.9963,24.6622,270.64,63,100,9.38,overcast clouds,NO,2022-01-22 02:39:50
368,Mitu,1.1983,-70.1733,295.67,98,100,0.35,overcast clouds,CO,2022-01-22 02:39:50
369,Brae,60.3964,-1.353,282.1,88,100,9.79,overcast clouds,GB,2022-01-22 02:39:50
370,Ojuelos De Jalisco,21.8667,-101.5833,284.46,50,79,1.98,broken clouds,MX,2022-01-22 02:39:51
371,Pinawa,50.1489,-95.8811,259.27,91,100,6.3,light snow,CA,2022-01-22 02:39:51
372,Acarau,-2.8856,-40.12,299.03,80,66,3.39,broken clouds,BR,2022-01-22 02:39:51
373,Amet,25.3,73.9333,287.49,80,0,6.57,clear sky,IN,2022-01-22 02:39:52
374,Victor Harbor,-35.5667,138.6167,297.2,84,100,6.85,overcast clouds,AU,2022-01-22 02:39:52
375,Ammon,43.4696,-111.9666,268.43,86,100,2.06,overcast clouds,US,2022-01-22 02:39:52
376,Gotsu,35.0,132.2167,279.23,48,21,1.98,few clouds,JP,2022-01-22 02:39:52
377,Gamba,-2.65,10.0,297.46,94,12,3.77,few clouds,GA,2022-01-22 02:39:53
378,Ust-Tsilma,65.441,52.1498,265.17,94,100,3.02,overcast clouds,RU,2022-01-22 02:39:53
379,Paramonga,-10.6667,-77.8333,295.17,85,37,3.43,scattered clouds,PE,2022-01-22 02:39:53
380,Ashqelon,31.6693,34.5715,281.15,59,0,0.95,clear sky,IL,2022-01-22 02:39:54
381,Iquitos,-3.7481,-73.2472,297.17,94,75,1.03,broken clouds,PE,2022-01-22 02:39:54
382,Auki,-8.7676,160.7034,303.46,67,100,4.11,overcast clouds,SB,2022-01-22 02:39:54
383,Lichuan,30.3,108.85,276.03,96,100,1.35,overcast clouds,CN,2022-01-22 02:39:55
384,Puerto Escondido,15.85,-97.0667,298.61,73,0,0.0,clear sky,MX,2022-01-22 02:39:55
385,Nguruka,-5.1092,31.0419,291.04,94,94,1.14,light rain,TZ,2022-01-22 02:39:55
386,Chicama,-7.8447,-79.1469,292.45,75,52,2.52,broken clouds,PE,2022-01-22 02:39:56
387,Kidal,18.4411,1.4078,287.14,22,23,4.55,few clouds,ML,2022-01-22 02:39:56
388,Kuminskiy,58.6667,66.5667,258.73,97,91,2.0,overcast clouds,RU,2022-01-22 02:39:56
389,Tigil,57.8,158.6667,255.24,96,65,0.83,broken clouds,RU,2022-01-22 02:39:57
390,Sibolga,1.7427,98.7792,302.27,65,86,1.21,overcast clouds,ID,2022-01-22 02:39:57
391,Hokitika,-42.7167,170.9667,292.6,69,3,4.01,clear sky,NZ,2022-01-22 02:39:57
392,Kabakovo,54.5369,56.1517,261.31,92,100,1.0,snow,RU,2022-01-22 02:39:57
393,Vitim,59.4511,112.5578,259.06,95,99,1.9,overcast clouds,RU,2022-01-22 02:39:58
394,Kieta,-6.2167,155.6333,302.93,68,99,3.0,overcast clouds,PG,2022-01-22 02:39:58
395,Pizarro,4.9533,-77.366,297.93,92,98,2.64,moderate rain,CO,2022-01-22 02:39:58
396,Qiongshan,20.0058,110.3542,295.14,88,75,5.0,broken clouds,CN,2022-01-22 02:39:59
397,Valparaiso,-33.0393,-71.6273,287.95,82,0,2.06,clear sky,CL,2022-01-22 02:39:59
398,Alice Springs,-23.7,133.8833,302.9,58,52,3.09,broken clouds,AU,2022-01-22 02:39:59
399,Lakes Entrance,-37.8811,147.981,298.24,61,0,4.32,clear sky,AU,2022-01-22 02:40:00
400,Nizwa,22.9333,57.5333,284.74,66,0,2.5,clear sky,OM,2022-01-22 02:40:00
401,Bossangoa,6.4926,17.4552,292.09,31,23,1.14,few clouds,CF,2022-01-22 02:40:01
402,Yingkou,40.6648,122.2283,266.84,67,100,2.36,overcast clouds,CN,2022-01-22 02:40:01
403,Melfort,52.8667,-104.6177,251.22,71,13,3.6,few clouds,CA,2022-01-22 02:40:01
404,Belmonte,-15.8631,-38.8828,299.43,83,96,2.0,overcast clouds,BR,2022-01-22 02:40:02
405,Lavrentiya,65.5833,-171.0,256.42,96,100,7.23,snow,RU,2022-01-22 02:40:02
406,Hay River,60.8156,-115.7999,248.14,77,75,1.54,broken clouds,CA,2022-01-22 02:38:11
407,Saint-Pierre,-21.3393,55.4781,300.97,74,3,3.09,clear sky,RE,2022-01-22 02:41:03
408,Ozernovskiy,51.5,156.5167,271.41,95,100,0.92,light snow,RU,2022-01-22 02:41:03
409,Sorong,-0.8833,131.25,300.48,81,100,2.47,overcast clouds,ID,2022-01-22 02:37:58
